calendar.year,variable,value
2043,90% Tax Max and 13.4% Payroll Tax,0.15582071198540576
2044,90% Tax Max and 13.4% Payroll Tax,0.15608013953316846
2045,90% Tax Max and 13.4% Payroll Tax,0.15371631442483563
2046,90% Tax Max and 13.4% Payroll Tax,0.153891241674125
2047,90% Tax Max and 13.4% Payroll Tax,0.15451245698772978
2048,90% Tax Max and 13.4% Payroll Tax,0.15404227935182058
2049,90% Tax Max and 13.4% Payroll Tax,0.155055052588084
2050,90% Tax Max and 13.4% Payroll Tax,0.15660124669101858
2051,90% Tax Max and 13.4% Payroll Tax,0.15436522530007157
2052,90% Tax Max and 13.4% Payroll Tax,0.15635569413498043
2053,90% Tax Max and 13.4% Payroll Tax,0.15476798959248037
2054,90% Tax Max and 13.4% Payroll Tax,0.15628365578148168
2055,90% Tax Max and 13.4% Payroll Tax,0.15724271123110145
2056,90% Tax Max and 13.4% Payroll Tax,0.15806374018428118
2057,90% Tax Max and 13.4% Payroll Tax,0.15738094859535645
2058,90% Tax Max and 13.4% Payroll Tax,0.15883210071294582
2059,90% Tax Max and 13.4% Payroll Tax,0.16130639595487253
2060,90% Tax Max and 13.4% Payroll Tax,0.15925238690344493
2061,90% Tax Max and 13.4% Payroll Tax,0.1627050256503968
2062,90% Tax Max and 13.4% Payroll Tax,0.16142816278690053
2063,90% Tax Max and 13.4% Payroll Tax,0.16440541020698657
2064,90% Tax Max and 13.4% Payroll Tax,0.1640291090209388
2065,90% Tax Max and 13.4% Payroll Tax,0.1642158267044927
2066,90% Tax Max and 13.4% Payroll Tax,0.1619680243155067
2067,90% Tax Max and 13.4% Payroll Tax,0.16706835777610518
2068,90% Tax Max and 13.4% Payroll Tax,0.16503639336039627
2069,90% Tax Max and 13.4% Payroll Tax,0.16568007755513237
2070,90% Tax Max and 13.4% Payroll Tax,0.16718946273937116
2071,90% Tax Max and 13.4% Payroll Tax,0.16858647730154058
2072,90% Tax Max and 13.4% Payroll Tax,0.16831195990229822
2073,90% Tax Max and 13.4% Payroll Tax,0.1680528824241995
2074,90% Tax Max and 13.4% Payroll Tax,0.16793324829984363
2075,90% Tax Max and 13.4% Payroll Tax,0.17018554104608452
2076,90% Tax Max and 13.4% Payroll Tax,0.1690793279726925
2077,90% Tax Max and 13.4% Payroll Tax,0.17069869239573537
2078,90% Tax Max and 13.4% Payroll Tax,0.17011278705782212
2079,90% Tax Max and 13.4% Payroll Tax,0.1688079801584503
2080,90% Tax Max and 13.4% Payroll Tax,0.17058494842342467
2081,90% Tax Max and 13.4% Payroll Tax,0.17019332370557647
2082,90% Tax Max and 13.4% Payroll Tax,0.1706857969882715
2083,90% Tax Max and 13.4% Payroll Tax,0.16937642509729353
2084,90% Tax Max and 13.4% Payroll Tax,0.17125018371823558
2085,90% Tax Max and 13.4% Payroll Tax,0.17275926645018808
2086,90% Tax Max and 13.4% Payroll Tax,0.1723212620647798
2087,90% Tax Max and 13.4% Payroll Tax,0.1773738370458978
2088,90% Tax Max and 13.4% Payroll Tax,0.1777956244267863
2089,90% Tax Max and 13.4% Payroll Tax,0.17822367639157433
2090,90% Tax Max and 13.4% Payroll Tax,0.1786534067332343
2005,13.4% Payroll Tax,0.11088980239288546
2006,13.4% Payroll Tax,0.11009089601242979
2007,13.4% Payroll Tax,0.1123532664358174
2008,13.4% Payroll Tax,0.11533282945655698
2009,13.4% Payroll Tax,0.12744613244971578
2010,13.4% Payroll Tax,0.13811924563224573
2011,13.4% Payroll Tax,0.13686109240963185
2012,13.4% Payroll Tax,0.13844612298021564
2013,13.4% Payroll Tax,0.13957097916062566
2014,13.4% Payroll Tax,0.14085104582818858
2015,13.4% Payroll Tax,0.13029768900796565
2016,13.4% Payroll Tax,0.1365245483792652
2017,13.4% Payroll Tax,0.1352672992792281
2018,13.4% Payroll Tax,0.1367286286730424
2019,13.4% Payroll Tax,0.1386092531175269
2020,13.4% Payroll Tax,0.14153355352124233
2021,13.4% Payroll Tax,0.1423426135740028
2022,13.4% Payroll Tax,0.14617086686553973
2023,13.4% Payroll Tax,0.14701354644621528
2024,13.4% Payroll Tax,0.15141482962882127
2025,13.4% Payroll Tax,0.15498261844467237
2026,13.4% Payroll Tax,0.15571025432457147
2027,13.4% Payroll Tax,0.15823531675610597
2028,13.4% Payroll Tax,0.15911315383806934
2029,13.4% Payroll Tax,0.16105162922634503
2030,13.4% Payroll Tax,0.16255130225410278
2031,13.4% Payroll Tax,0.16393085881628275
2032,13.4% Payroll Tax,0.16463040175481847
2033,13.4% Payroll Tax,0.1678016827191172
2034,13.4% Payroll Tax,0.16981624922667682
2035,13.4% Payroll Tax,0.17008110788360462
2036,13.4% Payroll Tax,0.16919810751533565
2037,13.4% Payroll Tax,0.16969750127868166
2038,13.4% Payroll Tax,0.16960732623237396
2039,13.4% Payroll Tax,0.16951650982872238
2040,13.4% Payroll Tax,0.16975424710646142
2041,13.4% Payroll Tax,0.16848031678370382
2042,13.4% Payroll Tax,0.1685440690562262
2043,13.4% Payroll Tax,0.1692054903988434
2044,13.4% Payroll Tax,0.16917701020419387
2045,13.4% Payroll Tax,0.1667010496386385
2046,13.4% Payroll Tax,0.16765222874332564
2047,13.4% Payroll Tax,0.1672586155805389
2048,13.4% Payroll Tax,0.16693822602103187
2049,13.4% Payroll Tax,0.16770584971522723
2050,13.4% Payroll Tax,0.16819756647741557
2051,13.4% Payroll Tax,0.16705956189087962
2052,13.4% Payroll Tax,0.1681709715061269
2053,13.4% Payroll Tax,0.16754994882307764
2054,13.4% Payroll Tax,0.16831125352534268
2055,13.4% Payroll Tax,0.16934846169662257
2056,13.4% Payroll Tax,0.16911023664827485
2057,13.4% Payroll Tax,0.16889038447283486
2058,13.4% Payroll Tax,0.16977887549772538
2059,13.4% Payroll Tax,0.1715879059854397
2060,13.4% Payroll Tax,0.17087368345278187
2061,13.4% Payroll Tax,0.17340749328945404
2062,13.4% Payroll Tax,0.17334767500496714
2063,13.4% Payroll Tax,0.17483447684154532
2064,13.4% Payroll Tax,0.1745876836702119
2065,13.4% Payroll Tax,0.17375625795964972
2066,13.4% Payroll Tax,0.17347779573462666
2067,13.4% Payroll Tax,0.17677741380793335
2068,13.4% Payroll Tax,0.17583122370532034
2069,13.4% Payroll Tax,0.1768871316285634
2070,13.4% Payroll Tax,0.17813077288507892
2071,13.4% Payroll Tax,0.17866502760636818
2072,13.4% Payroll Tax,0.1783012618463692
2073,13.4% Payroll Tax,0.17890259616036472
2074,13.4% Payroll Tax,0.17890323250955442
2075,13.4% Payroll Tax,0.18059087936545898
2076,13.4% Payroll Tax,0.17994791329149978
2077,13.4% Payroll Tax,0.18096682376132892
2078,13.4% Payroll Tax,0.18001229820914233
2079,13.4% Payroll Tax,0.17902022876803525
2080,13.4% Payroll Tax,0.18063774132685465
2081,13.4% Payroll Tax,0.18024769479283811
2082,13.4% Payroll Tax,0.18089411130406297
2083,13.4% Payroll Tax,0.18008230926688615
2084,13.4% Payroll Tax,0.181203332260572
2085,13.4% Payroll Tax,0.18199354427236428
2086,13.4% Payroll Tax,0.18255676856627462
2087,13.4% Payroll Tax,0.18671805741321523
2088,13.4% Payroll Tax,0.1871616259980772
2089,13.4% Payroll Tax,0.18761179424187344
2090,13.4% Payroll Tax,0.1880637402879559
2005,Reduce COLA,0.11088980239288546
2006,Reduce COLA,0.11009089601242979
2007,Reduce COLA,0.1123532664358174
2008,Reduce COLA,0.11533282945655698
2009,Reduce COLA,0.12744613244971578
2010,Reduce COLA,0.13811924563224573
2011,Reduce COLA,0.13686109240963185
2012,Reduce COLA,0.13844612298021564
2013,Reduce COLA,0.13957097916062566
2014,Reduce COLA,0.14085104582818858
2015,Reduce COLA,0.13029758252215484
2016,Reduce COLA,0.13646996208396145
2017,Reduce COLA,0.13477419567389065
2018,Reduce COLA,0.13579872819114228
2019,Reduce COLA,0.13724100501260608
2020,Reduce COLA,0.13972060205139977
2021,Reduce COLA,0.14012380682081646
2022,Reduce COLA,0.1435105040357803
2023,Reduce COLA,0.14396268888689912
2024,Reduce COLA,0.1479081403664059
2025,Reduce COLA,0.15105219483850063
2026,Reduce COLA,0.1514903897780414
2027,Reduce COLA,0.15369302058549036
2028,Reduce COLA,0.15431294175149946
2029,Reduce COLA,0.15596317031160578
2030,Reduce COLA,0.15720043733528608
2031,Reduce COLA,0.15834388928072818
2032,Reduce COLA,0.15883977791606974
2033,Reduce COLA,0.16172115513664279
2034,Reduce COLA,0.16349715712269108
2035,Reduce COLA,0.16360510262097344
2036,Reduce COLA,0.16262730182577761
2037,Reduce COLA,0.16295956481113358
2038,Reduce COLA,0.1627481415374719
2039,Reduce COLA,0.1625415579059571
2040,Reduce COLA,0.16265701710764438
2041,Reduce COLA,0.16133265513921702
2042,Reduce COLA,0.16132594803361947
2043,Reduce COLA,0.1618846757035326
2044,Reduce COLA,0.1618149540744659
2045,Reduce COLA,0.15940423579999663
2046,Reduce COLA,0.16026364405075458
2047,Reduce COLA,0.15985593635335577
2048,Reduce COLA,0.1595407376610026
2049,Reduce COLA,0.16027378795029096
2050,Reduce COLA,0.1607430550776151
2051,Reduce COLA,0.15965173065269
2052,Reduce COLA,0.16070076048294674
2053,Reduce COLA,0.16011316509924647
2054,Reduce COLA,0.16083669569637377
2055,Reduce COLA,0.16186164878262319
2056,Reduce COLA,0.16162637193144164
2057,Reduce COLA,0.16145074350332275
2058,Reduce COLA,0.16230249473319344
2059,Reduce COLA,0.16403677814148793
2060,Reduce COLA,0.16334937782740563
2061,Reduce COLA,0.16577645434359456
2062,Reduce COLA,0.16571232198572045
2063,Reduce COLA,0.1671193069004884
2064,Reduce COLA,0.1668898365944693
2065,Reduce COLA,0.16608325510674615
2066,Reduce COLA,0.16580198543325397
2067,Reduce COLA,0.1689291341960758
2068,Reduce COLA,0.16800875480832633
2069,Reduce COLA,0.16901239004746874
2070,Reduce COLA,0.17019655529821093
2071,Reduce COLA,0.170705106948424
2072,Reduce COLA,0.17035087486650974
2073,Reduce COLA,0.17092196359935624
2074,Reduce COLA,0.17088973034379784
2075,Reduce COLA,0.1724825638308938
2076,Reduce COLA,0.17186403886603108
2077,Reduce COLA,0.17282413710095104
2078,Reduce COLA,0.17188017999136246
2079,Reduce COLA,0.17091015799869985
2080,Reduce COLA,0.17242521092743915
2081,Reduce COLA,0.17203213136045434
2082,Reduce COLA,0.17264935089940867
2083,Reduce COLA,0.1718715281160857
2084,Reduce COLA,0.17293232207446246
2085,Reduce COLA,0.17369123544083137
2086,Reduce COLA,0.1742636337709894
2087,Reduce COLA,0.17833741193042954
2088,Reduce COLA,0.17876068935639838
2089,Reduce COLA,0.17919027462260612
2090,Reduce COLA,0.17962156747617847
2005,Chained-CPI COLA,0.11088980239288546
2006,Chained-CPI COLA,0.11009089601242979
2007,Chained-CPI COLA,0.1123532664358174
2008,Chained-CPI COLA,0.11533282945655698
2009,Chained-CPI COLA,0.12744613244971578
2010,Chained-CPI COLA,0.13811924563224573
2011,Chained-CPI COLA,0.13686109240963185
2012,Chained-CPI COLA,0.13844612298021564
2013,Chained-CPI COLA,0.13957097916062566
2014,Chained-CPI COLA,0.14085104582818858
2015,Chained-CPI COLA,0.13029758252215484
2016,Chained-CPI COLA,0.13646995650870045
2017,Chained-CPI COLA,0.13481767211129383
2018,Chained-CPI COLA,0.13587092873870943
2019,Chained-CPI COLA,0.13734595247052103
2020,Chained-CPI COLA,0.13986200158789003
2021,Chained-CPI COLA,0.14031872525433814
2022,Chained-CPI COLA,0.1437502114330355
2023,Chained-CPI COLA,0.1442486535689404
2024,Chained-CPI COLA,0.1482499347110958
2025,Chained-CPI COLA,0.15144364405967523
2026,Chained-CPI COLA,0.15192347524695224
2027,Chained-CPI COLA,0.1541706960986913
2028,Chained-CPI COLA,0.15482594886985357
2029,Chained-CPI COLA,0.15651569164981738
2030,Chained-CPI COLA,0.15779078153044698
2031,Chained-CPI COLA,0.1589665071041459
2032,Chained-CPI COLA,0.15949303256906752
2033,Chained-CPI COLA,0.16240804814629128
2034,Chained-CPI COLA,0.16421452947386778
2035,Chained-CPI COLA,0.1643455680161777
2036,Chained-CPI COLA,0.1633891717777382
2037,Chained-CPI COLA,0.16374343815619513
2038,Chained-CPI COLA,0.1635527701055916
2039,Chained-CPI COLA,0.16337143523065167
2040,Chained-CPI COLA,0.1635053008073845
2041,Chained-CPI COLA,0.1621936111240919
2042,Chained-CPI COLA,0.16220579195502108
2043,Chained-CPI COLA,0.16278941266926172
2044,Chained-CPI COLA,0.16273534665452621
2045,Chained-CPI COLA,0.1603330322278942
2046,Chained-CPI COLA,0.1612168848491801
2047,Chained-CPI COLA,0.16082337415133535
2048,Chained-CPI COLA,0.16052366952129066
2049,Chained-CPI COLA,0.16127294571073522
2050,Chained-CPI COLA,0.16176142038392927
2051,Chained-CPI COLA,0.16067729058946548
2052,Chained-CPI COLA,0.161744010439338
2053,Chained-CPI COLA,0.16116114877331333
2054,Chained-CPI COLA,0.16189745595835162
2055,Chained-CPI COLA,0.16293257146317588
2056,Chained-CPI COLA,0.16270364518703898
2057,Chained-CPI COLA,0.16252931623735062
2058,Chained-CPI COLA,0.16339014680380817
2059,Chained-CPI COLA,0.16513511906873862
2060,Chained-CPI COLA,0.1644484636299666
2061,Chained-CPI COLA,0.16690107078109181
2062,Chained-CPI COLA,0.1668386635998713
2063,Chained-CPI COLA,0.16825871766344586
2064,Chained-CPI COLA,0.16802743707565118
2065,Chained-CPI COLA,0.16722169967479697
2066,Chained-CPI COLA,0.1669419777124297
2067,Chained-CPI COLA,0.17009379747031092
2068,Chained-CPI COLA,0.16917279209470584
2069,Chained-CPI COLA,0.17018559729868377
2070,Chained-CPI COLA,0.17137005601238328
2071,Chained-CPI COLA,0.17188701201948675
2072,Chained-CPI COLA,0.1715337971462137
2073,Chained-CPI COLA,0.17210946967591034
2074,Chained-CPI COLA,0.17208351585021187
2075,Chained-CPI COLA,0.1736945923244632
2076,Chained-CPI COLA,0.17307743880448168
2077,Chained-CPI COLA,0.17404736510330343
2078,Chained-CPI COLA,0.173107768094617
2079,Chained-CPI COLA,0.17213969435854168
2080,Chained-CPI COLA,0.1736717633545837
2081,Chained-CPI COLA,0.17327522636781356
2082,Chained-CPI COLA,0.1739031727351637
2083,Chained-CPI COLA,0.17312593973520798
2084,Chained-CPI COLA,0.1741997171272065
2085,Chained-CPI COLA,0.17496047419922686
2086,Chained-CPI COLA,0.1755347698786666
2087,Chained-CPI COLA,0.17961801213697223
2088,Chained-CPI COLA,0.1800443955622716
2089,Chained-CPI COLA,0.18047713135641247
2090,Chained-CPI COLA,0.18091158533118795
2005,Increase FRA,0.11088980239288546
2006,Increase FRA,0.11009089601242979
2007,Increase FRA,0.1123532664358174
2008,Increase FRA,0.11533282945655698
2009,Increase FRA,0.12744613244971578
2010,Increase FRA,0.13811924563224573
2011,Increase FRA,0.13686109240963185
2012,Increase FRA,0.13844612298021564
2013,Increase FRA,0.13957097916062566
2014,Increase FRA,0.14085104582818858
2015,Increase FRA,0.13029758252215484
2016,Increase FRA,0.13646996208396145
2017,Increase FRA,0.1351618491164841
2018,Increase FRA,0.13656906491229312
2019,Increase FRA,0.1383936395241355
2020,Increase FRA,0.14125822875880611
2021,Increase FRA,0.14201265458759732
2022,Increase FRA,0.14577463252412076
2023,Increase FRA,0.14655958204266456
2024,Increase FRA,0.15088364848234212
2025,Increase FRA,0.15437272326455714
2026,Increase FRA,0.1550846084645477
2027,Increase FRA,0.1575747891659819
2028,Increase FRA,0.15842259100680844
2029,Increase FRA,0.16014511873587658
2030,Increase FRA,0.16155675268985117
2031,Increase FRA,0.1627064007837656
2032,Increase FRA,0.16334227976937263
2033,Increase FRA,0.16621905981013482
2034,Increase FRA,0.1680903454450634
2035,Increase FRA,0.1680711227219616
2036,Increase FRA,0.16715210465481212
2037,Increase FRA,0.16736428736953052
2038,Increase FRA,0.1671312292649312
2039,Increase FRA,0.16687844311679864
2040,Increase FRA,0.16709181826532016
2041,Increase FRA,0.1653894554661853
2042,Increase FRA,0.16531996785316383
2043,Increase FRA,0.165778673123827
2044,Increase FRA,0.1656872176826283
2045,Increase FRA,0.16277112548554928
2046,Increase FRA,0.1632458199149924
2047,Increase FRA,0.16249853265383155
2048,Increase FRA,0.16218344821850886
2049,Increase FRA,0.16247768030233756
2050,Increase FRA,0.16271094016477075
2051,Increase FRA,0.1613043034930682
2052,Increase FRA,0.16200106200704142
2053,Increase FRA,0.1613340843654329
2054,Increase FRA,0.16157262119241708
2055,Increase FRA,0.16227731030399464
2056,Increase FRA,0.161604541349646
2057,Increase FRA,0.16104840704926443
2058,Increase FRA,0.16169395121766503
2059,Increase FRA,0.16318615360293542
2060,Increase FRA,0.1621400092631048
2061,Increase FRA,0.16458646047256328
2062,Increase FRA,0.16402872869642238
2063,Increase FRA,0.1652265753147115
2064,Increase FRA,0.1645100167605523
2065,Increase FRA,0.16356176014150825
2066,Increase FRA,0.16292503085663976
2067,Increase FRA,0.16600106190743952
2068,Increase FRA,0.16461718976652667
2069,Increase FRA,0.1654247716464469
2070,Increase FRA,0.16617398478119416
2071,Increase FRA,0.16640058652961506
2072,Increase FRA,0.16585707925452528
2073,Increase FRA,0.1662512334775875
2074,Increase FRA,0.1657752784047452
2075,Increase FRA,0.1670468162737404
2076,Increase FRA,0.16609117443837154
2077,Increase FRA,0.16674876183961498
2078,Increase FRA,0.16574795485764188
2079,Increase FRA,0.1648848413990676
2080,Increase FRA,0.16603452800100343
2081,Increase FRA,0.16525907657751635
2082,Increase FRA,0.16567862300777947
2083,Increase FRA,0.1644466595761027
2084,Increase FRA,0.16519557743712132
2085,Increase FRA,0.1654734534131742
2086,Increase FRA,0.16545351009305084
2087,Increase FRA,0.16859948431984506
2088,Increase FRA,0.1689991431359746
2089,Increase FRA,0.16940477118837613
2090,Increase FRA,0.1698120262749022
2005,Increase FRA and EEA,0.11088980239288546
2006,Increase FRA and EEA,0.11009089601242979
2007,Increase FRA and EEA,0.1123532664358174
2008,Increase FRA and EEA,0.11533282945655698
2009,Increase FRA and EEA,0.12744613244971578
2010,Increase FRA and EEA,0.13811924563224573
2011,Increase FRA and EEA,0.13686109240963185
2012,Increase FRA and EEA,0.13844612298021564
2013,Increase FRA and EEA,0.13957097916062566
2014,Increase FRA and EEA,0.14085104582818858
2015,Increase FRA and EEA,0.13029758252215484
2016,Increase FRA and EEA,0.13646996208396145
2017,Increase FRA and EEA,0.1351618491164841
2018,Increase FRA and EEA,0.13656906491229312
2019,Increase FRA and EEA,0.1383936395241355
2020,Increase FRA and EEA,0.14125554042524582
2021,Increase FRA and EEA,0.1420128971960807
2022,Increase FRA and EEA,0.1457801575673994
2023,Increase FRA and EEA,0.14657785251207017
2024,Increase FRA and EEA,0.1508834998576842
2025,Increase FRA and EEA,0.1543652155099737
2026,Increase FRA and EEA,0.15498563698461143
2027,Increase FRA and EEA,0.1574899755493891
2028,Increase FRA and EEA,0.1582717329434092
2029,Increase FRA and EEA,0.1599762282622834
2030,Increase FRA and EEA,0.16135223635383786
2031,Increase FRA and EEA,0.16248661202484885
2032,Increase FRA and EEA,0.16311067909307103
2033,Increase FRA and EEA,0.1658858956459297
2034,Increase FRA and EEA,0.16781817771926383
2035,Increase FRA and EEA,0.16777195918847332
2036,Increase FRA and EEA,0.16685856786492193
2037,Increase FRA and EEA,0.16710510225584635
2038,Increase FRA and EEA,0.16687496477736555
2039,Increase FRA and EEA,0.1665816103139047
2040,Increase FRA and EEA,0.166721634807582
2041,Increase FRA and EEA,0.16509286880401766
2042,Increase FRA and EEA,0.16500535272947323
2043,Increase FRA and EEA,0.1653651180081246
2044,Increase FRA and EEA,0.16519292937393876
2045,Increase FRA and EEA,0.1623726403680553
2046,Increase FRA and EEA,0.16292098964283752
2047,Increase FRA and EEA,0.16215293454071458
2048,Increase FRA and EEA,0.16184625449466036
2049,Increase FRA and EEA,0.16205137753849255
2050,Increase FRA and EEA,0.16233900732133533
2051,Increase FRA and EEA,0.16080753576965195
2052,Increase FRA and EEA,0.1616220877503968
2053,Increase FRA and EEA,0.16094126766856792
2054,Increase FRA and EEA,0.16114681919756063
2055,Increase FRA and EEA,0.1618339566966262
2056,Increase FRA and EEA,0.16131088341083324
2057,Increase FRA and EEA,0.16057539969361848
2058,Increase FRA and EEA,0.1613419797035061
2059,Increase FRA and EEA,0.1628844768713316
2060,Increase FRA and EEA,0.16182656097555553
2061,Increase FRA and EEA,0.16425272877936148
2062,Increase FRA and EEA,0.16385834260872817
2063,Increase FRA and EEA,0.16501396332344515
2064,Increase FRA and EEA,0.16414477168964528
2065,Increase FRA and EEA,0.16337782929525518
2066,Increase FRA and EEA,0.16271178572527545
2067,Increase FRA and EEA,0.16590381597086026
2068,Increase FRA and EEA,0.16440336062737468
2069,Increase FRA and EEA,0.16499306098906202
2070,Increase FRA and EEA,0.16572441670423518
2071,Increase FRA and EEA,0.16593229326905695
2072,Increase FRA and EEA,0.1653693616611241
2073,Increase FRA and EEA,0.16606127825374817
2074,Increase FRA and EEA,0.16595719491157243
2075,Increase FRA and EEA,0.16743289980458015
2076,Increase FRA and EEA,0.1664556345196649
2077,Increase FRA and EEA,0.16713924228603913
2078,Increase FRA and EEA,0.16598404685078977
2079,Increase FRA and EEA,0.16521651628300132
2080,Increase FRA and EEA,0.1663112396134301
2081,Increase FRA and EEA,0.16568837386554722
2082,Increase FRA and EEA,0.16585185330798746
2083,Increase FRA and EEA,0.16472793827916818
2084,Increase FRA and EEA,0.16533745893271462
2085,Increase FRA and EEA,0.16575240958466855
2086,Increase FRA and EEA,0.16565786028817864
2087,Increase FRA and EEA,0.16739952014977777
2088,Increase FRA and EEA,0.16779626854320887
2089,Increase FRA and EEA,0.16819894444815853
2090,Increase FRA and EEA,0.16860323746099318
2005,"$150,000 Tax Max",0.11088980239288546
2006,"$150,000 Tax Max",0.11009089601242979
2007,"$150,000 Tax Max",0.1123532664358174
2008,"$150,000 Tax Max",0.11533282945655698
2009,"$150,000 Tax Max",0.12744613244971578
2010,"$150,000 Tax Max",0.13811924563224573
2011,"$150,000 Tax Max",0.13686109240963185
2012,"$150,000 Tax Max",0.13844612298021564
2013,"$150,000 Tax Max",0.13957097916062566
2014,"$150,000 Tax Max",0.14085104582818858
2015,"$150,000 Tax Max",0.13029758252215484
2016,"$150,000 Tax Max",0.13541029992572792
2017,"$150,000 Tax Max",0.13336582925232482
2018,"$150,000 Tax Max",0.13426882629813447
2019,"$150,000 Tax Max",0.1361281916537802
2020,"$150,000 Tax Max",0.139002418013748
2021,"$150,000 Tax Max",0.13970833283371623
2022,"$150,000 Tax Max",0.14336802509584
2023,"$150,000 Tax Max",0.14406500049899612
2024,"$150,000 Tax Max",0.14831759572687578
2025,"$150,000 Tax Max",0.15168549442428894
2026,"$150,000 Tax Max",0.15229214196794538
2027,"$150,000 Tax Max",0.15461398176665828
2028,"$150,000 Tax Max",0.15534096643299056
2029,"$150,000 Tax Max",0.1570988630840406
2030,"$150,000 Tax Max",0.15851887788704883
2031,"$150,000 Tax Max",0.15978331616760585
2032,"$150,000 Tax Max",0.1603572325557761
2033,"$150,000 Tax Max",0.16338167227367886
2034,"$150,000 Tax Max",0.16533621142814056
2035,"$150,000 Tax Max",0.16554638111651596
2036,"$150,000 Tax Max",0.1645009957998879
2037,"$150,000 Tax Max",0.1649618412630181
2038,"$150,000 Tax Max",0.16476830951579977
2039,"$150,000 Tax Max",0.16460791680471396
2040,"$150,000 Tax Max",0.16484898504028161
2041,"$150,000 Tax Max",0.16353005317319827
2042,"$150,000 Tax Max",0.16345107049425306
2043,"$150,000 Tax Max",0.1642020830533495
2044,"$150,000 Tax Max",0.1641532019375138
2045,"$150,000 Tax Max",0.16160373615693835
2046,"$150,000 Tax Max",0.16249797066492472
2047,"$150,000 Tax Max",0.16215428150581915
2048,"$150,000 Tax Max",0.1617281691377724
2049,"$150,000 Tax Max",0.16245043533109313
2050,"$150,000 Tax Max",0.16292040603875033
2051,"$150,000 Tax Max",0.16168713814151262
2052,"$150,000 Tax Max",0.1628139894639199
2053,"$150,000 Tax Max",0.16208292071684038
2054,"$150,000 Tax Max",0.16303180928135208
2055,"$150,000 Tax Max",0.16388222872448477
2056,"$150,000 Tax Max",0.16368252168315672
2057,"$150,000 Tax Max",0.16339781801751735
2058,"$150,000 Tax Max",0.16427696502121267
2059,"$150,000 Tax Max",0.1660001582621429
2060,"$150,000 Tax Max",0.16516164923485865
2061,"$150,000 Tax Max",0.16772002455120744
2062,"$150,000 Tax Max",0.16748483120046131
2063,"$150,000 Tax Max",0.16890345431394718
2064,"$150,000 Tax Max",0.1686406046955709
2065,"$150,000 Tax Max",0.16780008379118042
2066,"$150,000 Tax Max",0.1672438531484523
2067,"$150,000 Tax Max",0.17060552309893473
2068,"$150,000 Tax Max",0.16958703435130865
2069,"$150,000 Tax Max",0.17051986005026043
2070,"$150,000 Tax Max",0.17181317205595983
2071,"$150,000 Tax Max",0.17235548584725838
2072,"$150,000 Tax Max",0.17197564522636932
2073,"$150,000 Tax Max",0.17246031551250757
2074,"$150,000 Tax Max",0.17234073146388065
2075,"$150,000 Tax Max",0.1740719440488197
2076,"$150,000 Tax Max",0.17327254583011228
2077,"$150,000 Tax Max",0.17429527239852288
2078,"$150,000 Tax Max",0.17315327071057998
2079,"$150,000 Tax Max",0.17218046858077152
2080,"$150,000 Tax Max",0.17392495016919834
2081,"$150,000 Tax Max",0.17331915074565268
2082,"$150,000 Tax Max",0.17403875186484846
2083,"$150,000 Tax Max",0.1731723623331959
2084,"$150,000 Tax Max",0.17439155435565756
2085,"$150,000 Tax Max",0.17511164021303838
2086,"$150,000 Tax Max",0.1754979716380698
2087,"$150,000 Tax Max",0.17960266447339832
2088,"$150,000 Tax Max",0.18002951321292956
2089,"$150,000 Tax Max",0.18046270800383488
2090,"$150,000 Tax Max",0.18089760824701845
2005,"$180,000 Tax Max",0.11088980239288546
2006,"$180,000 Tax Max",0.11009089601242979
2007,"$180,000 Tax Max",0.1123532664358174
2008,"$180,000 Tax Max",0.11533282945655698
2009,"$180,000 Tax Max",0.12744613244971578
2010,"$180,000 Tax Max",0.13811924563224573
2011,"$180,000 Tax Max",0.13686109240963185
2012,"$180,000 Tax Max",0.13844612298021564
2013,"$180,000 Tax Max",0.13957097916062566
2014,"$180,000 Tax Max",0.14085104582818858
2015,"$180,000 Tax Max",0.13029758252215484
2016,"$180,000 Tax Max",0.1345378178973957
2017,"$180,000 Tax Max",0.13191009327934952
2018,"$180,000 Tax Max",0.13241638922245916
2019,"$180,000 Tax Max",0.1335269219288199
2020,"$180,000 Tax Max",0.13640613661121287
2021,"$180,000 Tax Max",0.13713067027794845
2022,"$180,000 Tax Max",0.14081754146522554
2023,"$180,000 Tax Max",0.14150228377526625
2024,"$180,000 Tax Max",0.1457213114355283
2025,"$180,000 Tax Max",0.1490486990954213
2026,"$180,000 Tax Max",0.1496554403045186
2027,"$180,000 Tax Max",0.15198885744698823
2028,"$180,000 Tax Max",0.15267358424416802
2029,"$180,000 Tax Max",0.15441956279328906
2030,"$180,000 Tax Max",0.1559304785108991
2031,"$180,000 Tax Max",0.15714390102121964
2032,"$180,000 Tax Max",0.15772336254756825
2033,"$180,000 Tax Max",0.16080240803348908
2034,"$180,000 Tax Max",0.16272234578582892
2035,"$180,000 Tax Max",0.16305754432973268
2036,"$180,000 Tax Max",0.16195350402714034
2037,"$180,000 Tax Max",0.1625009238377042
2038,"$180,000 Tax Max",0.1623538898443284
2039,"$180,000 Tax Max",0.16224757383148306
2040,"$180,000 Tax Max",0.162561206166984
2041,"$180,000 Tax Max",0.1613037756363695
2042,"$180,000 Tax Max",0.1612307070003368
2043,"$180,000 Tax Max",0.16214336892266853
2044,"$180,000 Tax Max",0.16210759960972249
